prompt_id,task_name,task_difficulty,strategy,length,specificity,vocabulary,syntax,prompt_text
218,largest_prime_factor,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function largest_prime_factor that Find the largest prime factor of an integer.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement largest_prime_factor following the same pattern. Use type hints. Return the correct data type."
219,largest_prime_factor,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called largest_prime_factor that Find the largest prime factor of an integer.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
220,largest_prime_factor,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named largest_prime_factor is required. Its purpose is to Find the largest prime factor of an integer.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
221,sum_to_n,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called sum_to_n that Compute the sum of integers from 1 to n.
222,sum_to_n,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function sum_to_n should Compute the sum of integers from 1 to n. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
223,sum_to_n,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function sum_to_n that Compute the sum of integers from 1 to n.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement sum_to_n following the same pattern. Use type hints. Return the correct data type."
224,sum_to_n,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Imperative,"Implement a Python function called sum_to_n that Compute the sum of integers from 1 to n.

Think step by step:
1. First, understand the input parameters and their types.
2. Identify the core algorithm or logic required.
3. Handle any edge cases (empty inputs, negative numbers, boundary values).
4. Write the function body using clear variable names.
5. Verify the return type matches the expected output.

Now write the complete Python function with type hints and a docstring."
225,sum_to_n,medium,Chain-of-Thought,Long,Concrete,Programming-Heavy,Declarative,"A Python function named sum_to_n is required. Its purpose is to Compute the sum of integers from 1 to n.

The implementation should proceed as follows:
1. Define the function signature with appropriate type annotations.
2. Parse or validate the input parameters.
3. Apply the core computational logic.
4. Construct and return the output in the specified format.
5. Include a docstring that documents parameters and return value.

The complete, executable Python function should be returned."
226,correct_bracketing_2,medium,Zero-Shot,Short,Abstract,Natural Language,Imperative,Write a Python function called correct_bracketing_2 that Check if parentheses are correctly balanced.
227,correct_bracketing_2,medium,Zero-Shot,Medium,Semi-Concrete,Mixed,Declarative,The function correct_bracketing_2 should Check if parentheses are correctly balanced. The function should accept appropriate input parameters and return the correct result. Handle edge cases such as empty inputs and boundary values. The function should be implemented in Python and follow standard coding conventions.
228,correct_bracketing_2,medium,Few-Shot,Medium,Concrete,Programming-Heavy,Imperative,"Implement a Python function correct_bracketing_2 that Check if parentheses are correctly balanced.

Example of similar function pattern:
def sum_list(nums: list) -> int:
    return sum(nums)

Now implement correct_bracketing_2 following the same pattern. Use type hints. Return the correct data type."
